IP地址,数据中心,地区,城市,网络延迟
104.19.204.58,LAX,North America,Los Angeles,194 ms
104.20.236.71,LAX,North America,Los Angeles,194 ms
104.24.31.254,LAX,North America,Los Angeles,194 ms
104.24.223.27,LAX,North America,Los Angeles,194 ms
104.24.222.128,LAX,North America,Los Angeles,194 ms
104.20.131.15,LAX,North America,Los Angeles,194 ms
104.18.26.99,LAX,North America,Los Angeles,194 ms
162.159.12.163,LAX,North America,Los Angeles,194 ms
104.27.43.237,LAX,North America,Los Angeles,194 ms
104.22.23.198,LAX,North America,Los Angeles,194 ms
172.67.94.8,LAX,North America,Los Angeles,194 ms
198.41.194.90,LAX,North America,Los Angeles,194 ms
104.19.48.125,LAX,North America,Los Angeles,194 ms
173.245.58.202,LAX,North America,Los Angeles,194 ms
104.20.145.158,LAX,North America,Los Angeles,194 ms
104.20.189.207,LAX,North America,Los Angeles,194 ms
104.25.230.153,LAX,North America,Los Angeles,194 ms
162.159.16.137,LAX,North America,Los Angeles,194 ms
104.18.179.222,SJC,North America,San Jose,194 ms
104.24.17.45,LAX,North America,Los Angeles,194 ms
104.24.157.238,LAX,North America,Los Angeles,194 ms
162.159.251.14,LAX,North America,Los Angeles,194 ms
104.27.50.15,LAX,North America,Los Angeles,194 ms
104.20.109.96,LAX,North America,Los Angeles,194 ms
172.67.19.127,LAX,North America,Los Angeles,194 ms
104.20.52.164,LAX,North America,Los Angeles,194 ms
104.20.235.117,LAX,North America,Los Angeles,194 ms
104.27.24.90,LAX,North America,Los Angeles,195 ms
104.19.80.23,LAX,North America,Los Angeles,195 ms
104.25.174.213,LAX,North America,Los Angeles,195 ms
104.19.34.119,LAX,North America,Los Angeles,195 ms
104.27.119.188,LAX,North America,Los Angeles,195 ms
104.19.95.84,LAX,North America,Los Angeles,195 ms
104.24.82.217,LAX,North America,Los Angeles,195 ms
104.27.51.68,LAX,North America,Los Angeles,195 ms
104.22.71.62,LAX,North America,Los Angeles,195 ms
104.24.51.112,LAX,North America,Los Angeles,195 ms
104.27.68.187,LAX,North America,Los Angeles,195 ms
104.25.57.40,LAX,North America,Los Angeles,195 ms
104.24.201.214,LAX,North America,Los Angeles,195 ms
104.19.97.34,LAX,North America,Los Angeles,195 ms
104.20.199.59,LAX,North America,Los Angeles,195 ms
104.20.175.161,LAX,North America,Los Angeles,195 ms
104.19.52.155,LAX,North America,Los Angeles,195 ms
104.18.192.152,SJC,North America,San Jose,195 ms
104.20.183.188,LAX,North America,Los Angeles,195 ms
104.24.158.206,LAX,North America,Los Angeles,195 ms
104.22.6.244,LAX,North America,Los Angeles,195 ms
104.25.7.6,LAX,North America,Los Angeles,195 ms
104.24.207.35,LAX,North America,Los Angeles,195 ms
104.18.183.150,SJC,North America,San Jose,195 ms
104.25.104.61,LAX,North America,Los Angeles,195 ms
104.20.153.71,LAX,North America,Los Angeles,195 ms
104.22.10.63,LAX,North America,Los Angeles,195 ms
104.24.249.208,LAX,North America,Los Angeles,195 ms
141.101.123.146,LAX,North America,Los Angeles,195 ms
104.27.12.92,LAX,North America,Los Angeles,195 ms
104.19.74.56,LAX,North America,Los Angeles,195 ms
172.65.254.38,LAX,North America,Los Angeles,195 ms
172.67.84.94,LAX,North America,Los Angeles,195 ms
104.20.177.98,LAX,North America,Los Angeles,195 ms
104.25.39.147,LAX,North America,Los Angeles,195 ms
172.67.32.29,LAX,North America,Los Angeles,195 ms
104.27.53.187,LAX,North America,Los Angeles,195 ms
104.24.16.88,LAX,North America,Los Angeles,195 ms
104.21.205.59,LAX,North America,Los Angeles,195 ms
172.64.146.203,LAX,North America,Los Angeles,195 ms
104.24.48.252,LAX,North America,Los Angeles,195 ms
104.27.107.42,LAX,North America,Los Angeles,196 ms
104.25.59.7,LAX,North America,Los Angeles,196 ms
104.20.248.19,LAX,North America,Los Angeles,196 ms
104.25.46.154,LAX,North America,Los Angeles,196 ms
104.19.40.167,LAX,North America,Los Angeles,196 ms
104.23.114.90,LAX,North America,Los Angeles,196 ms
104.27.70.37,LAX,North America,Los Angeles,196 ms
104.27.58.237,LAX,North America,Los Angeles,196 ms
104.22.74.60,LAX,North America,Los Angeles,196 ms
104.20.185.161,LAX,North America,Los Angeles,196 ms
104.25.96.64,LAX,North America,Los Angeles,196 ms
104.17.63.109,SJC,North America,San Jose,196 ms
104.18.12.186,LAX,North America,Los Angeles,196 ms
104.18.4.138,LAX,North America,Los Angeles,196 ms
104.19.109.233,LAX,North America,Los Angeles,196 ms
104.24.213.208,LAX,North America,Los Angeles,196 ms
104.18.35.132,LAX,North America,Los Angeles,196 ms
162.159.7.180,LAX,North America,Los Angeles,196 ms
172.65.216.230,LAX,North America,Los Angeles,196 ms
66.235.200.153,LAX,North America,Los Angeles,196 ms
172.67.105.108,LAX,North America,Los Angeles,196 ms
104.27.47.84,LAX,North America,Los Angeles,196 ms
104.27.74.77,LAX,North America,Los Angeles,196 ms
104.20.234.55,LAX,North America,Los Angeles,196 ms
104.18.216.26,SJC,North America,San Jose,196 ms
104.25.152.95,LAX,North America,Los Angeles,196 ms
104.19.126.133,LAX,North America,Los Angeles,196 ms
104.27.102.4,LAX,North America,Los Angeles,196 ms
104.24.62.53,LAX,North America,Los Angeles,196 ms
104.19.81.72,LAX,North America,Los Angeles,197 ms
104.25.85.199,LAX,North America,Los Angeles,197 ms
104.24.242.129,LAX,North America,Los Angeles,197 ms
104.24.6.210,LAX,North America,Los Angeles,197 ms
104.24.192.130,LAX,North America,Los Angeles,197 ms
162.159.38.183,LAX,North America,Los Angeles,197 ms
104.25.175.201,LAX,North America,Los Angeles,197 ms
172.65.190.133,LAX,North America,Los Angeles,197 ms
172.67.36.139,LAX,North America,Los Angeles,197 ms
104.24.153.237,LAX,North America,Los Angeles,197 ms
104.24.168.101,LAX,North America,Los Angeles,197 ms
104.19.94.136,LAX,North America,Los Angeles,197 ms
104.24.245.115,LAX,North America,Los Angeles,197 ms
162.159.40.48,LAX,North America,Los Angeles,197 ms
198.41.203.237,LAX,North America,Los Angeles,197 ms
104.25.75.229,LAX,North America,Los Angeles,197 ms
104.20.211.249,LAX,North America,Los Angeles,197 ms
104.20.214.152,LAX,North America,Los Angeles,197 ms
172.67.37.18,LAX,North America,Los Angeles,197 ms
104.23.97.167,LAX,North America,Los Angeles,197 ms
104.19.104.50,LAX,North America,Los Angeles,197 ms
104.25.93.201,LAX,North America,Los Angeles,197 ms
172.67.4.243,LAX,North America,Los Angeles,197 ms
104.20.81.72,LAX,North America,Los Angeles,197 ms
172.67.5.147,LAX,North America,Los Angeles,197 ms
1.1.1.28,LAX,North America,Los Angeles,197 ms
104.20.117.229,LAX,North America,Los Angeles,197 ms
104.27.15.123,LAX,North America,Los Angeles,197 ms
104.23.108.198,LAX,North America,Los Angeles,197 ms
172.67.48.38,LAX,North America,Los Angeles,197 ms
104.18.41.207,LAX,North America,Los Angeles,197 ms
104.20.116.132,LAX,North America,Los Angeles,197 ms
172.67.53.206,LAX,North America,Los Angeles,197 ms
104.25.42.182,LAX,North America,Los Angeles,197 ms
104.19.30.206,LAX,North America,Los Angeles,197 ms
104.19.113.112,LAX,North America,Los Angeles,198 ms
198.41.221.217,LAX,North America,Los Angeles,198 ms
104.25.227.106,LAX,North America,Los Angeles,198 ms
162.159.207.191,LAX,North America,Los Angeles,198 ms
104.20.88.106,LAX,North America,Los Angeles,198 ms
104.27.120.129,LAX,North America,Los Angeles,198 ms
104.18.185.86,SJC,North America,San Jose,198 ms
172.67.20.136,LAX,North America,Los Angeles,198 ms
104.24.196.44,LAX,North America,Los Angeles,198 ms
172.67.10.115,LAX,North America,Los Angeles,198 ms
104.22.77.28,LAX,North America,Los Angeles,198 ms
104.24.154.79,LAX,North America,Los Angeles,198 ms
104.25.166.218,LAX,North America,Los Angeles,198 ms
104.19.53.73,LAX,North America,Los Angeles,198 ms
172.67.63.233,LAX,North America,Los Angeles,198 ms
104.19.3.58,LAX,North America,Los Angeles,198 ms
104.24.144.153,LAX,North America,Los Angeles,198 ms
104.19.21.217,LAX,North America,Los Angeles,198 ms
104.19.56.107,LAX,North America,Los Angeles,198 ms
104.19.33.192,LAX,North America,Los Angeles,198 ms
104.27.78.139,LAX,North America,Los Angeles,199 ms
172.67.13.156,LAX,North America,Los Angeles,199 ms
104.20.119.75,LAX,North America,Los Angeles,199 ms
104.24.79.115,LAX,North America,Los Angeles,199 ms
104.17.238.51,SJC,North America,San Jose,199 ms
104.19.111.211,LAX,North America,Los Angeles,199 ms
104.25.45.182,LAX,North America,Los Angeles,199 ms
104.24.235.152,LAX,North America,Los Angeles,199 ms
104.18.199.116,SJC,North America,San Jose,199 ms
198.41.201.70,LAX,North America,Los Angeles,199 ms
104.24.233.26,LAX,North America,Los Angeles,199 ms
104.27.87.120,LAX,North America,Los Angeles,199 ms
104.17.74.53,SJC,North America,San Jose,199 ms
104.19.82.205,LAX,North America,Los Angeles,199 ms
104.22.79.36,LAX,North America,Los Angeles,199 ms
104.19.65.26,LAX,North America,Los Angeles,199 ms
104.16.230.74,SJC,North America,San Jose,200 ms
172.67.1.102,LAX,North America,Los Angeles,200 ms
104.25.27.99,LAX,North America,Los Angeles,200 ms
104.19.73.112,LAX,North America,Los Angeles,200 ms
104.23.135.200,SJC,North America,San Jose,200 ms
104.17.245.169,SJC,North America,San Jose,200 ms
172.67.45.21,LAX,North America,Los Angeles,200 ms
104.20.179.157,LAX,North America,Los Angeles,200 ms
104.25.186.93,LAX,North America,Los Angeles,200 ms
104.19.119.211,LAX,North America,Los Angeles,200 ms
104.20.126.244,LAX,North America,Los Angeles,201 ms
104.20.128.92,LAX,North America,Los Angeles,201 ms
104.20.204.132,LAX,North America,Los Angeles,201 ms
104.19.185.222,SJC,North America,San Jose,201 ms
104.20.4.181,LAX,North America,Los Angeles,201 ms
104.19.96.200,LAX,North America,Los Angeles,201 ms
104.25.100.196,LAX,North America,Los Angeles,201 ms
104.25.14.137,LAX,North America,Los Angeles,201 ms
172.67.121.245,LAX,North America,Los Angeles,201 ms
104.27.77.237,LAX,North America,Los Angeles,201 ms
104.20.140.140,LAX,North America,Los Angeles,201 ms
104.19.23.92,LAX,North America,Los Angeles,201 ms
104.20.124.202,LAX,North America,Los Angeles,201 ms
104.24.73.147,LAX,North America,Los Angeles,202 ms
104.19.112.98,LAX,North America,Los Angeles,202 ms
104.17.199.245,SJC,North America,San Jose,202 ms
104.19.17.147,LAX,North America,Los Angeles,202 ms
104.18.244.117,SJC,North America,San Jose,202 ms
172.67.2.217,LAX,North America,Los Angeles,202 ms
104.17.70.81,SJC,North America,San Jose,202 ms
104.17.214.112,SJC,North America,San Jose,202 ms
104.17.164.18,SJC,North America,San Jose,202 ms
104.17.64.134,SJC,North America,San Jose,203 ms
104.24.135.219,LAX,North America,Los Angeles,203 ms
104.22.12.166,LAX,North America,Los Angeles,203 ms
104.20.129.192,LAX,North America,Los Angeles,203 ms
104.18.233.32,SJC,North America,San Jose,203 ms
104.18.198.145,SJC,North America,San Jose,203 ms
104.24.185.47,LAX,North America,Los Angeles,203 ms
104.19.120.155,LAX,North America,Los Angeles,203 ms
104.25.67.181,LAX,North America,Los Angeles,203 ms
104.17.22.158,SJC,North America,San Jose,204 ms
104.24.67.211,LAX,North America,Los Angeles,204 ms
104.16.227.247,SJC,North America,San Jose,204 ms
104.16.6.184,SJC,North America,San Jose,204 ms
104.16.3.64,SJC,North America,San Jose,204 ms
104.18.237.161,SJC,North America,San Jose,204 ms
104.25.18.101,LAX,North America,Los Angeles,204 ms
104.20.15.192,LAX,North America,Los Angeles,204 ms
172.67.118.108,LAX,North America,Los Angeles,204 ms
104.18.252.64,SJC,North America,San Jose,204 ms
104.27.8.35,LAX,North America,Los Angeles,204 ms
104.24.254.126,LAX,North America,Los Angeles,205 ms
104.18.105.105,SJC,North America,San Jose,205 ms
104.17.4.162,SJC,North America,San Jose,205 ms
104.25.234.158,LAX,North America,Los Angeles,205 ms
172.67.111.107,LAX,North America,Los Angeles,205 ms
104.18.157.2,SJC,North America,San Jose,205 ms
104.20.157.39,LAX,North America,Los Angeles,205 ms
104.20.254.213,LAX,North America,Los Angeles,205 ms
104.18.132.239,SJC,North America,San Jose,206 ms
104.24.65.77,LAX,North America,Los Angeles,206 ms
104.17.186.104,SJC,North America,San Jose,206 ms
104.19.145.61,SJC,North America,San Jose,206 ms
104.18.133.52,SJC,North America,San Jose,206 ms
104.25.124.180,LAX,North America,Los Angeles,206 ms
104.16.182.78,SJC,North America,San Jose,206 ms
104.16.8.66,SJC,North America,San Jose,206 ms
104.27.99.175,LAX,North America,Los Angeles,206 ms
104.25.26.195,LAX,North America,Los Angeles,207 ms
104.24.29.73,LAX,North America,Los Angeles,207 ms
104.20.34.105,LAX,North America,Los Angeles,207 ms
104.19.117.59,LAX,North America,Los Angeles,207 ms
104.19.60.112,LAX,North America,Los Angeles,207 ms
104.17.195.213,SJC,North America,San Jose,207 ms
104.20.159.195,LAX,North America,Los Angeles,208 ms
104.16.0.41,SJC,North America,San Jose,208 ms
104.27.42.119,LAX,North America,Los Angeles,208 ms
104.19.57.51,LAX,North America,Los Angeles,208 ms
104.25.215.81,LAX,North America,Los Angeles,208 ms
104.16.237.196,SJC,North America,San Jose,208 ms
104.20.158.0,LAX,North America,Los Angeles,208 ms
104.25.47.4,LAX,North America,Los Angeles,208 ms
104.17.229.252,SJC,North America,San Jose,208 ms
104.16.62.63,SJC,North America,San Jose,208 ms
104.25.213.19,LAX,North America,Los Angeles,208 ms
104.22.18.87,LAX,North America,Los Angeles,208 ms
104.18.225.93,SJC,North America,San Jose,209 ms
104.17.58.26,SJC,North America,San Jose,209 ms
104.18.167.254,SJC,North America,San Jose,209 ms
104.18.235.112,SJC,North America,San Jose,209 ms
104.27.13.103,LAX,North America,Los Angeles,209 ms
104.19.59.13,LAX,North America,Los Angeles,209 ms
104.27.26.124,LAX,North America,Los Angeles,209 ms
104.25.221.209,LAX,North America,Los Angeles,209 ms
104.17.80.181,SJC,North America,San Jose,209 ms
104.27.2.231,LAX,North America,Los Angeles,209 ms
104.18.218.156,SJC,North America,San Jose,210 ms
104.18.93.30,SJC,North America,San Jose,210 ms
104.27.88.52,LAX,North America,Los Angeles,210 ms
104.19.18.89,LAX,North America,Los Angeles,210 ms
104.25.109.47,LAX,North America,Los Angeles,210 ms
104.17.21.28,SJC,North America,San Jose,210 ms
104.19.155.184,SJC,North America,San Jose,210 ms
104.23.129.192,SJC,North America,San Jose,211 ms
104.17.15.11,SJC,North America,San Jose,211 ms
104.25.101.8,LAX,North America,Los Angeles,211 ms
104.24.66.252,LAX,North America,Los Angeles,211 ms
104.25.217.99,LAX,North America,Los Angeles,211 ms
104.25.160.193,LAX,North America,Los Angeles,211 ms
104.18.160.222,SJC,North America,San Jose,212 ms
104.18.159.107,SJC,North America,San Jose,212 ms
104.19.19.75,LAX,North America,Los Angeles,212 ms
104.20.107.254,LAX,North America,Los Angeles,212 ms
104.24.90.184,LAX,North America,Los Angeles,212 ms
104.16.12.16,SJC,North America,San Jose,212 ms
172.67.81.120,LAX,North America,Los Angeles,212 ms
190.93.244.131,SJC,North America,San Jose,212 ms
172.67.35.61,LAX,North America,Los Angeles,212 ms
104.17.37.248,SJC,North America,San Jose,212 ms
172.67.91.178,LAX,North America,Los Angeles,213 ms
104.17.1.59,SJC,North America,San Jose,213 ms
104.22.69.55,LAX,North America,Los Angeles,213 ms
104.21.234.202,SJC,North America,San Jose,213 ms
104.19.68.51,LAX,North America,Los Angeles,213 ms
104.22.37.158,LAX,North America,Los Angeles,213 ms
104.24.174.121,LAX,North America,Los Angeles,213 ms
104.24.170.228,LAX,North America,Los Angeles,213 ms
172.67.83.170,LAX,North America,Los Angeles,213 ms
104.16.248.201,SJC,North America,San Jose,213 ms
104.21.236.21,SJC,North America,San Jose,213 ms
104.16.246.143,SJC,North America,San Jose,213 ms
104.18.154.52,SJC,North America,San Jose,213 ms
104.24.0.34,LAX,North America,Los Angeles,213 ms
104.18.161.71,SJC,North America,San Jose,213 ms
104.22.56.243,LAX,North America,Los Angeles,213 ms
104.23.113.13,LAX,North America,Los Angeles,214 ms
104.25.122.27,LAX,North America,Los Angeles,214 ms
104.16.161.194,SJC,North America,San Jose,214 ms
104.25.29.177,LAX,North America,Los Angeles,214 ms
104.20.180.163,LAX,North America,Los Angeles,214 ms
104.17.217.135,SJC,North America,San Jose,214 ms
104.18.241.143,SJC,North America,San Jose,214 ms
104.25.219.25,LAX,North America,Los Angeles,214 ms
104.19.244.166,SJC,North America,San Jose,214 ms
104.19.218.37,SJC,North America,San Jose,214 ms
104.18.188.167,SJC,North America,San Jose,214 ms
104.27.106.255,LAX,North America,Los Angeles,214 ms
104.16.143.64,SJC,North America,San Jose,214 ms
104.17.232.93,SJC,North America,San Jose,215 ms
104.16.222.88,SJC,North America,San Jose,215 ms
104.19.10.126,LAX,North America,Los Angeles,215 ms
104.18.207.147,SJC,North America,San Jose,215 ms
104.18.247.39,SJC,North America,San Jose,215 ms
104.27.90.8,LAX,North America,Los Angeles,215 ms
104.19.152.33,SJC,North America,San Jose,215 ms
104.16.82.113,SJC,North America,San Jose,215 ms
104.25.246.42,LAX,North America,Los Angeles,215 ms
104.19.171.242,SJC,North America,San Jose,215 ms
104.18.242.27,SJC,North America,San Jose,215 ms
104.18.77.41,SJC,North America,San Jose,216 ms
104.18.205.3,SJC,North America,San Jose,216 ms
104.19.250.226,SJC,North America,San Jose,216 ms
104.20.100.92,LAX,North America,Los Angeles,216 ms
104.19.54.82,LAX,North America,Los Angeles,216 ms
104.17.87.176,SJC,North America,San Jose,216 ms
104.22.21.33,LAX,North America,Los Angeles,216 ms
104.22.29.185,LAX,North America,Los Angeles,216 ms
104.18.137.31,SJC,North America,San Jose,216 ms
104.20.120.80,LAX,North America,Los Angeles,216 ms
104.25.135.88,LAX,North America,Los Angeles,216 ms
104.16.167.4,SJC,North America,San Jose,216 ms
104.17.56.108,SJC,North America,San Jose,216 ms
104.16.94.53,SJC,North America,San Jose,216 ms
104.17.57.198,SJC,North America,San Jose,216 ms
104.20.144.50,LAX,North America,Los Angeles,216 ms
172.67.126.66,LAX,North America,Los Angeles,216 ms
104.24.30.155,LAX,North America,Los Angeles,217 ms
104.17.44.45,SJC,North America,San Jose,217 ms
104.17.192.120,SJC,North America,San Jose,217 ms
104.19.175.122,SJC,North America,San Jose,217 ms
104.16.209.114,SJC,North America,San Jose,217 ms
104.16.79.156,SJC,North America,San Jose,218 ms
104.18.72.103,SJC,North America,San Jose,218 ms
104.24.193.22,LAX,North America,Los Angeles,218 ms
104.17.165.10,SJC,North America,San Jose,218 ms
104.18.234.164,SJC,North America,San Jose,218 ms
104.25.92.220,LAX,North America,Los Angeles,218 ms
104.17.10.22,SJC,North America,San Jose,218 ms
104.16.203.206,SJC,North America,San Jose,218 ms
104.19.215.50,SJC,North America,San Jose,218 ms
104.20.246.93,LAX,North America,Los Angeles,219 ms
104.17.207.200,SJC,North America,San Jose,219 ms
104.16.193.17,SJC,North America,San Jose,219 ms
172.67.43.185,LAX,North America,Los Angeles,219 ms
104.16.160.180,SJC,North America,San Jose,219 ms
104.17.148.51,SJC,North America,San Jose,219 ms
104.25.240.238,LAX,North America,Los Angeles,219 ms
104.16.158.92,SJC,North America,San Jose,219 ms
104.17.67.241,SJC,North America,San Jose,219 ms
104.16.139.28,SJC,North America,San Jose,219 ms
104.18.213.53,SJC,North America,San Jose,220 ms
104.20.251.116,LAX,North America,Los Angeles,220 ms
104.16.84.18,SJC,North America,San Jose,220 ms
104.25.231.30,LAX,North America,Los Angeles,220 ms
104.25.69.149,LAX,North America,Los Angeles,220 ms
104.19.164.216,SJC,North America,San Jose,220 ms
104.16.192.245,SJC,North America,San Jose,220 ms
104.16.233.255,SJC,North America,San Jose,220 ms
104.17.227.4,SJC,North America,San Jose,220 ms
104.17.7.236,SJC,North America,San Jose,220 ms
104.27.79.68,LAX,North America,Los Angeles,221 ms
104.20.127.247,LAX,North America,Los Angeles,221 ms
104.19.222.143,SJC,North America,San Jose,221 ms
104.22.33.177,LAX,North America,Los Angeles,221 ms
104.27.123.218,LAX,North America,Los Angeles,221 ms
198.41.219.8,SJC,North America,San Jose,221 ms
104.22.8.72,LAX,North America,Los Angeles,221 ms
104.17.171.66,SJC,North America,San Jose,221 ms
104.20.170.25,LAX,North America,Los Angeles,221 ms
104.17.115.122,SJC,North America,San Jose,222 ms
104.18.89.211,SJC,North America,San Jose,222 ms
104.27.73.195,LAX,North America,Los Angeles,222 ms
104.21.235.176,SJC,North America,San Jose,222 ms
104.19.189.203,SJC,North America,San Jose,222 ms
104.17.177.47,SJC,North America,San Jose,222 ms
104.20.244.115,LAX,North America,Los Angeles,222 ms
104.16.255.94,SJC,North America,San Jose,222 ms
104.17.225.85,SJC,North America,San Jose,222 ms
104.16.218.45,SJC,North America,San Jose,222 ms
104.17.202.173,SJC,North America,San Jose,223 ms
104.18.121.122,SJC,North America,San Jose,223 ms
104.16.11.5,SJC,North America,San Jose,223 ms
104.19.214.93,SJC,North America,San Jose,223 ms
141.101.114.255,SJC,North America,San Jose,223 ms
104.16.187.172,SJC,North America,San Jose,223 ms
104.25.156.12,LAX,North America,Los Angeles,223 ms
104.18.102.25,SJC,North America,San Jose,223 ms
104.17.247.21,SJC,North America,San Jose,223 ms
104.25.76.56,LAX,North America,Los Angeles,223 ms
104.27.202.229,SJC,North America,San Jose,223 ms
104.16.109.87,SJC,North America,San Jose,223 ms
104.18.175.108,SJC,North America,San Jose,223 ms
104.20.94.190,LAX,North America,Los Angeles,223 ms
104.25.149.77,LAX,North America,Los Angeles,223 ms
104.25.71.247,LAX,North America,Los Angeles,223 ms
104.25.77.138,LAX,North America,Los Angeles,223 ms
104.18.211.39,SJC,North America,San Jose,224 ms
104.24.238.229,SJC,North America,San Jose,224 ms
104.17.134.230,SJC,North America,San Jose,224 ms
104.16.204.242,SJC,North America,San Jose,224 ms
172.64.78.114,ORD,North America,Chicago,224 ms
104.24.64.213,LAX,North America,Los Angeles,224 ms
104.17.220.231,SJC,North America,San Jose,224 ms
104.19.180.161,SJC,North America,San Jose,224 ms
104.16.132.222,SJC,North America,San Jose,224 ms
104.18.195.128,SJC,North America,San Jose,224 ms
104.17.223.83,SJC,North America,San Jose,224 ms
104.17.109.12,SJC,North America,San Jose,224 ms
104.22.19.224,LAX,North America,Los Angeles,224 ms
104.17.157.152,SJC,North America,San Jose,224 ms
104.18.219.115,SJC,North America,San Jose,224 ms
104.27.206.111,SJC,North America,San Jose,225 ms
104.18.66.117,SJC,North America,San Jose,225 ms
104.17.144.209,SJC,North America,San Jose,225 ms
104.16.162.162,SJC,North America,San Jose,225 ms
104.16.56.113,SJC,North America,San Jose,225 ms
104.20.193.233,LAX,North America,Los Angeles,225 ms
104.16.98.166,SJC,North America,San Jose,225 ms
104.16.249.105,SJC,North America,San Jose,225 ms
104.27.1.104,LAX,North America,Los Angeles,225 ms
104.17.100.113,SJC,North America,San Jose,225 ms
104.24.59.77,LAX,North America,Los Angeles,225 ms
104.17.49.86,SJC,North America,San Jose,225 ms
104.16.76.64,SJC,North America,San Jose,225 ms
104.17.40.109,SJC,North America,San Jose,225 ms
104.18.120.255,SJC,North America,San Jose,225 ms
104.17.133.0,SJC,North America,San Jose,226 ms
104.17.13.50,SJC,North America,San Jose,226 ms
104.25.196.178,LAX,North America,Los Angeles,226 ms
104.21.237.87,SJC,North America,San Jose,226 ms
104.19.219.99,SJC,North America,San Jose,226 ms
104.18.113.228,SJC,North America,San Jose,226 ms
104.24.25.134,LAX,North America,Los Angeles,226 ms
104.17.46.41,SJC,North America,San Jose,226 ms
104.18.193.163,SJC,North America,San Jose,226 ms
104.17.182.130,SJC,North America,San Jose,226 ms
104.17.149.21,SJC,North America,San Jose,226 ms
104.17.71.142,SJC,North America,San Jose,226 ms
104.17.113.75,SJC,North America,San Jose,226 ms
104.18.222.44,SJC,North America,San Jose,226 ms
104.24.191.114,LAX,North America,Los Angeles,226 ms
104.18.155.15,SJC,North America,San Jose,226 ms
104.16.190.136,SJC,North America,San Jose,226 ms
104.17.153.252,SJC,North America,San Jose,226 ms
172.67.15.232,LAX,North America,Los Angeles,226 ms
104.18.231.206,SJC,North America,San Jose,227 ms
104.18.249.96,SJC,North America,San Jose,227 ms
104.17.66.120,SJC,North America,San Jose,227 ms
104.19.238.138,SJC,North America,San Jose,227 ms
104.18.149.206,SJC,North America,San Jose,227 ms
104.16.178.209,SJC,North America,San Jose,227 ms
104.16.254.25,SJC,North America,San Jose,227 ms
104.16.21.177,SJC,North America,San Jose,227 ms
104.18.129.6,SJC,North America,San Jose,227 ms
104.17.218.102,SJC,North America,San Jose,227 ms
104.16.174.20,SJC,North America,San Jose,227 ms
104.16.140.9,SJC,North America,San Jose,227 ms
104.18.173.171,SJC,North America,San Jose,227 ms
104.17.105.254,SJC,North America,San Jose,227 ms
104.19.150.233,SJC,North America,San Jose,227 ms
104.18.127.120,SJC,North America,San Jose,227 ms
104.25.68.216,LAX,North America,Los Angeles,227 ms
104.19.172.192,SJC,North America,San Jose,228 ms
104.17.140.194,SJC,North America,San Jose,228 ms
104.17.174.108,SJC,North America,San Jose,228 ms
104.17.254.106,SJC,North America,San Jose,228 ms
104.20.146.115,LAX,North America,Los Angeles,228 ms
104.16.125.44,SJC,North America,San Jose,228 ms
104.18.67.56,SJC,North America,San Jose,228 ms
172.67.85.14,LAX,North America,Los Angeles,228 ms
104.17.253.141,SJC,North America,San Jose,228 ms
104.16.200.31,SJC,North America,San Jose,228 ms
172.67.39.244,LAX,North America,Los Angeles,228 ms
104.16.224.49,SJC,North America,San Jose,229 ms
104.16.141.56,SJC,North America,San Jose,229 ms
104.18.246.13,SJC,North America,San Jose,229 ms
104.19.169.91,SJC,North America,San Jose,229 ms
104.17.35.103,SJC,North America,San Jose,229 ms
104.24.23.236,LAX,North America,Los Angeles,229 ms
104.27.4.38,LAX,North America,Los Angeles,229 ms
172.67.229.242,SJC,North America,San Jose,229 ms
104.19.154.199,SJC,North America,San Jose,230 ms
104.18.201.204,SJC,North America,San Jose,230 ms
104.18.208.186,SJC,North America,San Jose,230 ms
172.67.181.66,SJC,North America,San Jose,230 ms
104.18.74.168,SJC,North America,San Jose,230 ms
104.17.189.89,SJC,North America,San Jose,230 ms
104.18.209.30,SJC,North America,San Jose,230 ms
104.17.73.107,SJC,North America,San Jose,230 ms
104.16.95.123,SJC,North America,San Jose,230 ms
104.17.145.211,SJC,North America,San Jose,231 ms
104.18.143.163,SJC,North America,San Jose,231 ms
104.18.75.49,SJC,North America,San Jose,231 ms
104.16.226.104,SJC,North America,San Jose,231 ms
104.16.220.108,SJC,North America,San Jose,231 ms
104.16.245.27,SJC,North America,San Jose,231 ms
104.18.240.133,SJC,North America,San Jose,231 ms
104.20.245.21,LAX,North America,Los Angeles,231 ms
104.17.92.198,SJC,North America,San Jose,231 ms
172.64.83.13,SJC,North America,San Jose,231 ms
104.19.83.91,LAX,North America,Los Angeles,231 ms
104.19.168.195,SJC,North America,San Jose,231 ms
104.17.129.61,SJC,North America,San Jose,232 ms
104.20.188.17,LAX,North America,Los Angeles,232 ms
104.17.84.68,SJC,North America,San Jose,232 ms
104.21.59.11,SJC,North America,San Jose,232 ms
172.67.208.245,SJC,North America,San Jose,232 ms
104.17.167.136,SJC,North America,San Jose,232 ms
104.16.50.140,SJC,North America,San Jose,232 ms
104.19.163.242,SJC,North America,San Jose,232 ms
104.16.188.232,SJC,North America,San Jose,232 ms
104.19.147.102,SJC,North America,San Jose,232 ms
104.17.191.19,SJC,North America,San Jose,232 ms
104.18.142.57,SJC,North America,San Jose,232 ms
104.16.253.90,SJC,North America,San Jose,232 ms
104.17.120.161,SJC,North America,San Jose,232 ms
